5
1	150.0000	1550.000	169.49997	0.0	0.0	90.0	1.0000000
1	150.0000	1250.000	169.50003	0.0	0.0	90.0	1.0000000
1	150.0000	450.000	169.50003	0.0	0.0	90.0	1.0000000
1	250.0000	350.000	169.50003	0.0	0.0	0.0	1.0000000
1	550.0000	350.000	169.50000	0.0	0.0	0.0	1.0000000
1	850.0000	350.000	169.50005	0.0	0.0	0.0	1.0000000
1	1150.0000	350.000	169.50005	0.0	0.0	0.0	1.0000000
1	1450.0000	350.000	169.50002	0.0	0.0	0.0	1.0000000
5	1050.0000	1350.000	169.49997	0.0	0.0	2610.0	1.0000000
6	1050.0000	1500.000	169.50003	0.0	0.0	2610.0	1.0000000
7	400.0000	1500.000	169.50000	0.0	0.0	2610.0	1.0000000
8	250.0000	1450.000	169.50002	0.0	0.0	2700.0	1.0000000
18	150.0000	750.000	169.50003	0.0	0.0	1890.0	1.0000000
18	150.0000	1050.000	169.49997	0.0	0.0	1890.0	1.0000000
38	523.5933	983.788	169.50000	-415.2	159.6	60.0	1.0000000
38	435.4742	1125.427	169.50005	286.0	-259.4	120.0	1.0000000
38	417.5195	1145.007	169.50006	796.2	-79.5	60.0	1.0000000
38	431.1543	1222.374	169.50005	859.9	-194.1	60.0	1.0000000
38	366.9510	1075.050	169.50003	-378.9	-198.2	60.0	1.0000000
38	535.4063	1230.266	169.50005	215.8	125.4	60.0	1.0000000
38	615.0680	1406.481	169.50011	537.4	-634.9	60.0	1.0000000
38	672.9429	1364.070	169.50003	1057.2	80.4	60.0	1.0000000
38	467.8293	1096.587	169.50002	-643.0	-1359.8	0.0	1.0000000
38	509.2916	1281.557	169.50005	84.0	-592.1	60.0	1.0000000
38	604.0084	1190.665	169.50002	-283.4	-172.0	0.0	1.0000000
38	672.8781	1147.978	169.50002	108.3	-312.4	30.0	1.0000000
38	600.2432	1215.347	169.49998	1251.6	-41.3	90.0	1.0000000
38	802.4102	1203.040	169.50008	17.7	-140.6	30.0	1.0000000
38	293.0330	1266.766	169.50002	273.2	-1279.2	30.0	1.0000000
20	500.0000	700.000	169.49998	0.0	0.0	90.0	1.0000000
23	850.0000	950.000	169.49997	0.0	0.0	0.0	1.0000000
23	850.0000	450.000	169.49998	0.0	0.0	0.0	1.0000000
1	150.0000	3050.000	169.50002	0.0	0.0	90.0	1.0000000
1	150.0000	2750.000	169.49997	0.0	0.0	90.0	1.0000000
1	150.0000	2450.000	169.50003	0.0	0.0	90.0	1.0000000
1	150.0000	2150.000	169.50000	0.0	0.0	90.0	1.0000000
1	150.0000	1850.000	169.49998	0.0	0.0	90.0	1.0000000
5	1050.0000	2150.000	169.49997	0.0	0.0	2610.0	1.0000000
5	1050.0000	2950.000	169.49997	0.0	0.0	2610.0	1.0000000
6	1200.0000	2950.000	169.50000	0.0	0.0	2520.0	1.0000000
6	1400.0000	2950.000	169.49997	0.0	0.0	2520.0	1.0000000
6	1050.0000	1700.000	169.49998	0.0	0.0	2610.0	1.0000000
6	1050.0000	1900.000	169.49997	0.0	0.0	2610.0	1.0000000
8	1050.0000	2050.000	169.50003	0.0	0.0	2610.0	1.0000000
6	900.0000	2150.000	169.50003	0.0	0.0	2520.0	1.0000000
6	700.0000	2150.000	169.50002	0.0	0.0	2520.0	1.0000000
5	1450.0000	2950.000	169.49998	0.0	0.0	2520.0	1.0000000
6	450.0000	3000.000	169.49998	0.0	0.0	2610.0	1.0000000
6	450.0000	2800.000	169.50000	0.0	0.0	2610.0	1.0000000
6	450.0000	2600.000	169.49997	0.0	0.0	2610.0	1.0000000
6	450.0000	2400.000	169.49997	0.0	0.0	2610.0	1.0000000
7	500.0000	2100.000	169.49998	0.0	0.0	2790.0	1.0000000
6	450.0000	1900.000	169.49997	0.0	0.0	2610.0	1.0000000
6	450.0000	1700.000	169.50000	0.0	0.0	2610.0	1.0000000
6	450.0000	2250.000	169.50003	0.0	0.0	2790.0	1.0000000
6	450.0000	3200.000	169.49998	0.0	0.0	2610.0	1.0000000
1	150.0000	4550.000	169.49995	0.0	0.0	90.0	1.0000000
1	150.0000	4250.000	169.50000	0.0	0.0	90.0	1.0000000
1	150.0000	3950.000	169.50003	0.0	0.0	90.0	1.0000000
1	150.0000	3650.000	169.50000	0.0	0.0	90.0	1.0000000
1	150.0000	3350.000	169.50000	0.0	0.0	90.0	1.0000000
5	1050.0000	3650.000	169.49997	0.0	0.0	2610.0	1.0000000
5	1050.0000	4550.000	169.49997	0.0	0.0	2610.0	1.0000000
8	1050.0000	4650.000	169.50002	0.0	0.0	2610.0	1.0000000
6	900.0000	3650.000	169.50003	0.0	0.0	2520.0	1.0000000
6	700.0000	3650.000	169.49998	0.0	0.0	2520.0	1.0000000
8	1150.0000	4550.000	169.49998	0.0	0.0	2520.0	1.0000000
6	1300.0000	4550.000	169.50000	0.0	0.0	2520.0	1.0000000
6	1500.0000	4550.000	169.50002	0.0	0.0	2520.0	1.0000000
5	250.0000	3650.000	169.49998	0.0	0.0	2520.0	1.0000000
5	1450.0000	4550.000	169.49997	0.0	0.0	2520.0	1.0000000
6	450.0000	4600.000	169.50003	0.0	0.0	-90.0	1.0000000
6	450.0000	4400.000	169.50002	0.0	0.0	-90.0	1.0000000
6	450.0000	4200.000	169.50002	0.0	0.0	-90.0	1.0000000
6	450.0000	4000.000	169.49998	0.0	0.0	-90.0	1.0000000
7	500.0000	3600.000	169.49997	0.0	0.0	2790.0	1.0000000
6	450.0000	3400.000	169.50003	0.0	0.0	2610.0	1.0000000
6	450.0000	3800.000	169.49998	0.0	0.0	-90.0	1.0000000
8	450.0000	3650.000	169.50002	0.0	0.0	-90.0	1.0000000
38	1331.4314	4750.074	169.50003	0.7	-185.7	30.0	1.0000000
38	1421.0129	4749.392	169.50003	-6.1	-289.9	30.0	1.0000000
38	1495.5950	4680.465	169.49998	-522.9	-433.4	90.0	1.0000000
38	1458.2172	4819.041	169.50000	411.7	-282.2	0.0	1.0000000
6	1050.0000	4800.000	169.50002	0.0	0.0	2610.0	1.0000000
6	450.0000	4800.000	169.49997	0.0	0.0	-90.0	1.0000000
1	1350.0000	6150.000	169.50000	0.0	0.0	0.0	1.0000000
1	1050.0000	6150.000	169.49998	0.0	0.0	0.0	1.0000000
1	750.0000	6150.000	169.50000	0.0	0.0	0.0	1.0000000
1	450.0000	6150.000	169.50000	0.0	0.0	0.0	1.0000000
1	250.0000	6150.000	169.50000	0.0	0.0	0.0	1.0000000
1	150.0000	6050.000	169.49997	0.0	0.0	90.0	1.0000000
1	150.0000	5750.000	169.49997	0.0	0.0	90.0	1.0000000
1	150.0000	5450.000	169.49998	0.0	0.0	90.0	1.0000000
1	150.0000	5150.000	169.50000	0.0	0.0	90.0	1.0000000
1	150.0000	4850.000	169.50003	0.0	0.0	90.0	1.0000000
5	1050.0000	5350.000	169.49997	0.0	0.0	2610.0	1.0000000
6	1050.0000	5200.000	169.50000	0.0	0.0	2610.0	1.0000000
6	1050.0000	5000.000	169.50000	0.0	0.0	2610.0	1.0000000
5	1050.0000	4950.000	169.50002	0.0	0.0	2520.0	1.0000000
6	1500.0000	5850.000	169.50000	0.0	0.0	0.0	1.0000000
6	1300.0000	5850.000	169.49997	0.0	0.0	0.0	1.0000000
6	1100.0000	5850.000	169.49998	0.0	0.0	0.0	1.0000000
6	900.0000	5850.000	169.49997	0.0	0.0	0.0	1.0000000
6	700.0000	5850.000	169.49998	0.0	0.0	0.0	1.0000000
7	500.0000	5800.000	169.50003	0.0	0.0	-90.0	1.0000000
6	450.0000	5600.000	169.49998	0.0	0.0	-90.0	1.0000000
