//////////////Kit Weapons Lightning S19 Part2 by Kapocha//////////////
//lightning_sword
88	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
88	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
88	1	-1	66	0	1	1	1.0	1	2.0	1.0	1.0	1.0
88	2	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
88	3	-1	66	0	1	1	1.0	0	1.0	0.27	0.8	0.9
88	4	-1	66	4	1	1	1.0	0	1.0	0.9	0.9	1.0
88	5	-1	66	0	1	1	1.0	0	1.0	0.6	0.5	1.0
//lightning_magicsword
89	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
89	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
89	2	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
89	3	-1	66	2	1	1	1.0	0	1.0	0.25	0.8	0.66
89	4	-1	66	0	1	1	1.0	0	1.0	0.6	0.66	1.0
89	5	-1	66	0	1	1	1.0	0	1.0	0.1	0.1	0.6
89	6	-1	66	0	1	1	1.0	1	2.0	0.5	0.6	1.0
// TODO: needs real item index (twohandsword 90?)
//32229	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
//32229	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
//32229	1	-1	66	0	1	1	1.0	1	2.0	0.35	0.97	1.0
//32229	2	-1	66	0	1	1	1.0	1	2.0	0.7	0.24	0.8
//32229	3	-1	66	0	1	1	1.0	1	80.0	1.0	1.0	1.0
//32229	4	-1	66	5	1	1	1.0	0	1.0	0.66	0.66	1.0
//32229	5	-1	66	2	1	1	1.0	0	1.0	0.4	0.70	1.0
//lightning_scepter
1074	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
1074	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
1074	2	-1	66	0	1	1	1.0	0	1.0	0.4	0.4	0.66
1074	3	-1	66	0	1	1	1.0	1	2.0	0.4	0.6	1.0
1074	4	-1	66	0	1	1	1.0	0	1.0	0.1	0.37	1.0
1074	5	-1	66	4	1	1	1.0	0	1.0	0.4	0.53	0.53
// TODO: lightning_bow not registered in CustomItem
//32229	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
//32229	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
//32229	2	-1	66	0	1	1	1.0	1	2.0	1.0	1.0	1.0
//32229	3	-1	66	2	1	1	1.0	0	1.0	0.0	0.24	0.7
//32229	4	-1	66	4	1	1	1.0	0	1.0	0.765	0.765	0.85
//lightning_staff
2646	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
2646	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
2646	1	-1	66	0	1	1	1.0	1	2.0	0.5	0.6	0.7
2646	2	-1	66	0	1	1	1.0	0	1.0	0.35	0.35	0.6
2646	3	-1	66	0	1	1	1.0	0	1.0	1.0	1.0	0.75
//lightning_stick
2647	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
2647	1	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
2647	2	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
2647	3	-1	66	0	1	1	1.0	0	1.0	0.13	0.35	0.4
2647	4	-1	66	0	1	1	1.0	0	1.0	0.25	0.75	0.85
2647	5	-1	66	0	1	1	1.0	1	2.0	0.66	0.66	1.0
2647	6	-1	66	0	1	1	1.0	0	1.0	1.0	1.0	0.80
2647	7	-1	66	0	1	1	1.0	0	1.0	0.6	0.6	0.75
//lightning_shield
3116	0	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
3116	1	-1	66	4	1	1	1.0	0	1.0	1.0	1.0	1.0
3116	2	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
3116	3	-1	2	0	1	1	1.0	0	1.0	1.0	1.0	1.0
3116	4	-1	66	0	1	1	1.0	1	2.0	1.0	1.0	1.0
3116	5	-1	66	1	1	1	1.0	0	1.0	1.0	1.0	1.0
end
