//============================================================================
//  CustomEffectStatic.txt -- Weapon/Shield custom effects (sprite billboards)
//  Merged: mudream + Items/Getmain. Items present in CEffectRenderMesh/CEffect
//  (mesh systems) are EXCLUDED here to avoid double-render.
//============================================================================
3113	32380	1	0	0.11	0.50	0.50	0.3	0.0	0.0
3113	32380	2	0	0.23	0.50	0.50	0.3	0.0	0.0
3113	32380	3	0	0.23	0.50	0.50	0.3	0.0	0.0
3113	32380	4	0	0.23	0.50	0.50	0.3	0.0	0.0
3113	32380	5	0	0.23	0.50	0.50	0.3	0.0	0.0
3113	32380	7	0	0.23	0.50	0.50	0.1	0.0	0.0
3113	32380	8	0	0.23	0.50	0.50	0.2	0.0	0.0
2076	32002	6	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	7	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	8	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	9	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	10	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	11	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	16	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	17	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	18	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	19	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	20	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	21	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	22	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	23	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	24	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	25	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	26	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	29	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	30	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	31	0	1.00	0.14	0.04	0.8	0.0	0.0
2076	32002	32	0	1.00	0.14	0.04	0.8	0.0	0.0
