//=== CustomEffectDynamic.txt — B+C-owned items excluded (no double-render) ===
6345	32355	1	0	1	1	1	1.95	0.0	0.2
6345	32373	14	0	0.53	0.36	1.00	0.0	0.0	0.1
6345	32373	26	0	0.53	0.36	1.00	0.0	0.0	0.1
6353	32395	15	0	0.2	0.2	0.5	0.0	0.0	0.85
112	32124	4	0	3.0	0.73	6.0	3	-0.005	-0.005
113	32124	4	0	3.0	0.73	6.0	3	-0.005	-0.005
1128	32124	3	0	3.0	0.73	6.0	3	-0.005	-0.005
2152	32124	2	0	3.0	0.73	6.0	3	-0.005	-0.005
2668	32124	11	0	3.0	0.73	6.0	3	-0.005	-0.005
2669	32124	5	0	3.0	0.73	6.0	3	-0.005	-0.005
2671	32124	10	0	0.8	0.6	0.3	3.5	0.4	0.3
2671	32387	10	0	0.8	0.6	0.3	0.0	-1.0	0.0
117	32124	6	0	0.8	0.6	0.3	3.5	0.4	0.3
117	32387	6	0	0.8	0.6	0.3	0.0	-1.0	0.0
2670	32124	7	0	0.8	0.6	0.3	3.5	0.4	0.3
2670	32124	8	0	0.8	0.6	0.3	3.5	0.4	0.3
2670	32387	2	0	0.8	0.6	0.3	0.0	-1.0	0.0
2153	32124	5	0	0.8	0.6	0.3	3.5	0.4	0.3
2153	32387	5	0	0.8	0.6	0.3	0.0	-1.0	0.0
2153	32124	13	0	0.8	0.6	0.3	3.5	0.4	0.3
2153	32387	13	0	0.8	0.6	0.3	0.0	-1.0	0.0
1129	32124	6	0	0.8	0.6	0.3	3.5	0.4	0.3
1129	32387	6	0	0.8	0.6	0.3	0.0	-1.0	0.0
1129	32124	7	0	0.8	0.6	0.3	3.5	0.4	0.3
1129	32387	7	0	0.8	0.6	0.3	0.0	-1.0	0.0
116	32124	7	0	0.8	0.6	0.3	3.5	0.4	0.3
116	32387	7	0	0.8	0.6	0.3	0.0	-1.0	0.0
115	32124	19	0	0.8	0.6	0.3	3.5	0.4	0.3
115	32387	19	0	0.8	0.6	0.3	0.0	-1.0	0.0
1130	32130	14	0	0.4	0.9	1.0	1.0	-0.4	0.2
1130	32130	18	0	0.4	0.9	1.0	1.0	-0.4	0.2
119	32130	20	0	0.4	0.9	1.0	1.0	-0.4	0.2
2673	32130	3	0	0.4	0.9	1.0	1.0	-0.4	0.2
120	32130	24	0	0.4	0.9	1.0	1.0	-0.4	0.2
2672	32130	2	0	0.4	0.9	1.0	1.0	-0.4	0.2
118	32130	10	0	0.4	0.9	1.0	1.0	-0.4	0.2
2154	32130	19	0	0.4	0.9	1.0	1.0	-0.4	0.2
2154	32130	37	0	0.4	0.9	1.0	1.0	-0.4	0.2
1132	32395	24	0	0.35	0.34	1.00	0.0	0.0	10.4
1132	32395	25	0	0.35	0.34	1.00	0.0	0.0	10.4
1132	32395	40	0	0.35	0.34	1.00	0.0	0.0	10.4
2677	32124	17	0	1.00	1.00	1.00	5.0	-0.5	0.7
3177	32124	5	0	0.8	0.6	0.3	3.5	0.4	0.3
3177	32387	5	0	0.8	0.6	0.3	0.0	-1.0	0.0
3178	32130	2	0	0.4	0.9	1.0	1.0	-0.4	0.2
6360	32295	03	0	1.00	0.60	0.00	0.0	0.3	0.8
6360	32295	22	0	1.00	0.60	0.00	0.0	0.3	0.8
6361	32005	19	0	1.00	0.60	1.00	1.0	0.0	0.0
6361	32005	43	0	1.00	0.60	1.00	1.0	0.0	0.0
6359	32389	26	0	0.50	0.5	1.00	0.0	0.0	0.4
6454	32049	11	0	0.15	0.15	0.1	11	1.0	0.0
6454	32049	12	0	0.15	0.15	0.1	11	1.0	0.0
6454	32049	13	0	0.15	0.15	0.1	11	1.0	0.0
6454	32300	17	0	0.2	0.0	0.0	3	1.0	0.0
6454	32300	19	0	0.2	0.0	0.0	3	1.0	0.0
6454	32300	20	0	0.2	0.0	0.0	3	1.0	0.0
6444	32049	3	0	0.15	0.15	0.1	11	1.0	0.0
6444	32300	8	0	0.2	0.0	0.0	3	1.0	0.0
